-70,172,1.218
-70,173,1.182
-70,174,1.235
-70,175,1.302
-70,176,1.628
-70,177,2.213
-70,178,2.118
-70,179,2.015
-69,-180,1.91
-69,-179,1.943
-69,-178,1.891
-69,-177,1.755
-69,-176,1.74
-69,-175,1.726
-69,-174,1.713
-69,-173,1.667
-69,-172,1.585
-69,-171,1.466
-69,-170,1.709
-69,-169,1.839
-69,-168,1.856
-69,-167,1.787
-69,-166,1.861
-69,-165,2.078
-69,-164,1.737
-69,-163,1.569
-69,-162,1.574
-69,-161,1.747
-69,-160,1.888
-69,-159,1.996
-69,-158,2.711
-69,-157,2.511
-69,-156,1.395
-69,-155,1.408
-69,-154,1.466
-69,-153,1.567
-69,-152,1.469
-69,-151,1.503
-69,-150,1.668
-69,-149,1.617
-69,-148,1.616
-69,-147,1.665
-69,-146,1.549
-69,-145,1.514
-69,-144,1.561
-69,-143,1.618
-69,-142,1.689
-69,-141,1.774
-69,-140,1.867
-69,-139,1.969
-69,-138,2.08
-69,-137,1.979
-69,-136,1.905
-69,-135,1.859
-69,-134,1.919
-69,-133,1.861
-69,-132,1.684
-69,-131,1.654
-69,-130,1.699
-69,-129,1.818
-69,-128,1.676
-69,-127,1.534
-69,-126,1.392
-69,-125,1.318
-69,-124,1.266
-69,-123,1.236
-69,-122,0.968
-69,-121,0.849
-69,-120,0.88
-69,-119,0.922
-69,-118,0.959
-69,-117,0.991
-69,-116,0.788
-69,-115,0.739
-69,-114,0.843
-69,-113,0.836
-69,-112,0.877
-69,-111,0.967
-69,-110,1.062
-69,-109,1.168
-69,-108,1.284
-69,-107,1.222
-69,-106,1.186
-69,-105,1.176
-69,-104,1.174
-69,-103,1.11
-69,-102,0.983
-69,-101,0.985
-69,-100,0.958
-69,-99,0.902
-69,-98,0.763
-69,-97,0.807
-69,-96,1.034
-69,-95,1.009
-69,-94,0.955
-69,-93,0.874
-69,-92,0.87
-69,-91,0.827
-69,-90,0.745
-69,-89,0.746
-69,-88,0.756
-69,-87,0.776
-69,-86,0.813
-69,-85,0.833
-69,-84,0.838
-69,-83,0.97
-69,-82,0.981
-69,-81,0.87
-69,-80,0.837
-69,-79,0.807
-69,-78,0.78
-69,-77,0.805
-69,-76,0.84
-69,-75,0.883
-69,-74,0.866
-69,-73,0.982
-69,-72,1.23
-69,-71,0.803
-69,-70,0.599
-69,-69,0.619
-69,-68,0.774
-69,-67,1.145
-69,-66,1.73
-69,-65,1.743
-69,-64,1.415
-69,-63,0.747
-69,-62,0.854
-69,-61,0.799
-69,-60,0.583
-69,-59,0.788
-69,-58,0.899
-69,-57,0.918
-69,-56,0.896
-69,-55,0.914
-69,-54,0.972
-69,-53,0.945
-69,-52,0.923
-69,-51,0.904
-69,-50,0.9
-69,-49,0.904
-69,-48,0.917
-69,-47,0.876
-69,-46,0.87
-69,-45,0.9
-69,-44,1.163
-69,-43,1.235
-69,-42,1.118
-69,-41,1.221
-69,-40,1.218
-69,-39,1.107
-69,-38,1.131
-69,-37,1.221
-69,-36,1.376
-69,-35,1.217
-69,-34,1.117
-69,-33,1.076
-69,-32,1.006
-69,-31,0.988
-69,-30,1.021
-69,-29,1.061
-69,-28,1.051
-69,-27,0.99
-69,-26,1.064
-69,-25,1.132
-69,-24,1.193
-69,-23,1.166
-69,-22,1.144
-69,-21,1.125
-69,-20,1.244
-69,-19,1.156
-69,-18,0.861
-69,-17,1.019
-69,-16,1.197
-69,-15,1.394
-69,-14,1.519
-69,-13,1.484
-69,-12,1.29
-69,-11,1.175
-69,-10,1.282
-69,-9,1.609
-69,-8,1.455
-69,-7,1.507
-69,-6,1.765
-69,-5,1.688
-69,-4,1.805
-69,-3,2.117
-69,-2,2.08
-69,-1,1.753
-69,0,1.138
-69,1,0.665
-69,2,0.714
-69,3,1.285
-69,4,1.285
-69,5,1.067
-69,6,0.632
-69,7,0.579
-69,8,0.564
-69,9,0.587
-69,10,0.49
-69,11,0.51
-69,12,0.645
-69,13,0.656
-69,14,0.738
-69,15,0.893
-69,16,0.867
-69,17,0.845
-69,18,0.828
-69,19,0.645
-69,20,0.524
-69,21,0.465
-69,22,0.47
-69,23,0.458
-69,24,0.429
-69,25,0.449
-69,26,0.463
-69,27,0.47
-69,28,0.485
-69,29,0.718
-69,30,1.169
-69,31,1.23
-69,32,1.01
-69,33,0.509
-69,34,0.665
-69,35,0.656
-69,36,0.483
-69,37,0.552
-69,38,0.599
-69,39,0.625
-69,40,1.026
-69,41,1.348
-69,42,1.592
-69,43,1.689
-69,44,1.745
-69,45,1.761
-69,46,1.772
-69,47,1.805
-69,48,1.861
-69,49,2.046
-69,50,2.25
-69,51,2.474
-69,52,2.634
-69,53,2.718
-69,54,2.725
-69,55,2.72
-69,56,2.725
-69,57,2.741
-69,58,2.708
-69,59,2.649
-69,60,2.565
